username,text,tweet_clean,tweet_english
Raidjin666,"RT @virdianaurellio: “Demokrasi aman kok buktinya kalian boleh aksi”

Iya tapi diintimidasi pake mobil direktorat tahanan dan diparkir depa…",: Demokrasi aman kok buktinya kalian boleh aksiIya tapi diintimidasi pake mobil direktorat tahanan dan diparkir depa,": Democracy is safe, how proof you can do it, but it is intimidated using a cars of the Directorate of Detention and parked"
adityatrd,"RT @koganenohikari: ini juga misleading, beras yg ga kena kenaikan PPn 12% itu cuma BERAS BULOG.

berani makan beras Bulog full sebulan? or…",": ini juga misleading, beras yg ga kena kenaikan PPn % itu cuma BERAS BULOG.berani makan beras Bulog full sebulan? or",": This is also a misleading, rice that is not hit by the increase in PPN % is only Bulog rice. Are you eating full Bulog rice a month?or"
puri__nim,Myday ina be like: wasem lah mana ppn 12% https://t.co/xFWW4UausR,Myday ina be like: wasem lah mana ppn %,Myday ina be like: Wasem which is PPN %
Charl3zzC27762,"RT @MARQUEZ__93: BEM SI Demo PPN 12% Ricuh‼️
Kok Nggak Di Siarkan Di TV Yak Takut❓ https://t.co/x7vSWFywiR",: BEM SI Demo PPN % RicuhKok Nggak Di Siarkan Di TV Yak Takut,": BEM Si Demo PPP % Ricuh how come it's not broadcast on TV, I'm afraid"
fias_rawna,"RT @satriohendri: eh emang gue yang belum denger atau emang belum ada yang ngomong ya?

Bila benar hanya @PKSejahtera yang gak setuju PPN 1…",: eh emang gue yang belum denger atau emang belum ada yang ngomong ya?Bila benar hanya yang gak setuju PPN,": eh, I haven't heard it or no one has said? If it's true that only those who don't agree"
HendraI02096030,"RT @CNNIndonesia: BEM SI Demo Tolak PPN 12 Persen di Istana, Polisi Siapkan 611 Personel https://t.co/U3pNtpYjSg",": BEM SI Demo Tolak PPN Persen di Istana, Polisi Siapkan Personel",": BEM SI Demo Reject VAT Percent at the Palace, Police Prepare Personnel"
Nadyadiyah,"RT @koganenohikari: ini juga misleading, beras yg ga kena kenaikan PPn 12% itu cuma BERAS BULOG.

berani makan beras Bulog full sebulan? or…",": ini juga misleading, beras yg ga kena kenaikan PPn % itu cuma BERAS BULOG.berani makan beras Bulog full sebulan? or",": This is also a misleading, rice that is not hit by the increase in PPN % is only Bulog rice. Are you eating full Bulog rice a month?or"
Jenniestale,"RT @triwul82: Saat kenaikan tarif PPN 12% tinggal menghitung hari diberlakukan, gelombang penolakan makin besar. Anggota DPR juga tidak sat…",": Saat kenaikan tarif PPN % tinggal menghitung hari diberlakukan, gelombang penolakan makin besar. Anggota DPR juga tidak sat",": When the increase in VAT rates % is just a matter of days in force, the wave of rejection is even greater.DPR members are also not sat"
zafirawra,"RT @virdianaurellio: “Demokrasi aman kok buktinya kalian boleh aksi”

Iya tapi diintimidasi pake mobil direktorat tahanan dan diparkir depa…",: Demokrasi aman kok buktinya kalian boleh aksiIya tapi diintimidasi pake mobil direktorat tahanan dan diparkir depa,": Democracy is safe, how proof you can do it, but it is intimidated using a cars of the Directorate of Detention and parked"
Uus94,"RT @rmol_id: Kader Muda Golkar Desak Prabowo Keluarkan Perppu Pembatalan PPN 12 Persen
https://t.co/KRf3cSvEz1",: Kader Muda Golkar Desak Prabowo Keluarkan Perppu Pembatalan PPN Persen,: Golkar young cadre urges Prabowo to issue Perppu Cancellation of VAT percent
snnyxyde,RT @barengwarga: Mahasiswa Tiarap Menolak PPN 12%: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik. #TolakPPN12P…,: Mahasiswa Tiarap Menolak PPN %: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik.,: Students Tiap reject VAT %: symbolization of the economic concerns of the people who will lie down if VAT rises.
tw3ntyfour24,RT @barengwarga: Mahasiswa Tiarap Menolak PPN 12%: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik. #TolakPPN12P…,: Mahasiswa Tiarap Menolak PPN %: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik.,: Students Tiap reject VAT %: symbolization of the economic concerns of the people who will lie down if VAT rises.
Dilan1948,RT @dekhosun: lucu bgt org2 eropa pada marah 😭 kita nih konser mulu tapi berkelahi dengan umr 3jt &amp; ppn 12% anjrit 😭 kita juga bingung 😭,: lucu bgt org2 eropa pada marah kita nih konser mulu tapi berkelahi dengan umr jt &amp; ppn % anjrit kita juga bingung,: funny European people are angry at our concert but fight with UMR JT & amp;PPN % Anjrit We are also confused
niyathekid0,RT @barengwarga: Aksi Tolak Kenaikan PPN sore ini oleh BEM SI di Istana Negara. ✊ #TolakPPN12Persen https://t.co/hUtztZcbl5,: Aksi Tolak Kenaikan PPN sore ini oleh BEM SI di Istana Negara.,: Action Rejecting the increase in VAT this afternoon by BEM SI at the State Palace.
GunaOkee,"Mul satu sibuk bikin kebinjakan hambur2kan uang, Mul lagi satu nyari duit keinginan memenuhi ambisi Mul satu lagi termasuk PPN 12 %, IKN &amp; Makan Bergizi Gratis https://t.co/pN37clMrxe","Mul satu sibuk bikin kebinjakan hambur2kan uang, Mul lagi satu nyari duit keinginan memenuhi ambisi Mul satu lagi termasuk PPN %, IKN &amp; Makan Bergizi Gratis","Mul one is busy making borrowing hamb2, Mul is looking for one money to meet the ambition of one more including VAT %, IKN & amp;Eat nutritious free"
meliksumanandar,"@Metro_TV 1) Menteri Hukum kok ngomongin PPN 12%? Menteri SALAH KAMAR atau SALAH MINUM OBAT?
2) Ada lagi SHADOW President Hashim. Bicara urusan resmi Pemerintah se-akan2 dia itu Presiden, tanpa risih &amp; malu",") Menteri Hukum kok ngomongin PPN %? Menteri SALAH KAMAR atau SALAH MINUM OBAT?2) Ada lagi SHADOW President Hashim. Bicara urusan resmi Pemerintah se-akan2 dia itu Presiden, tanpa risih &amp; malu",") How come the Minister of Law Talking about PPN %?The Minister of the Room is wrong or takes the wrong medicine? 2) There is another Shadow President Hashim.Talking about the official affairs of the government as if he was the president, without uncomfortable & amp;Embarrassed"
Tenggirigeprek_,RT @barengwarga: Aksi Tolak Kenaikan PPN sore ini oleh BEM SI di Istana Negara. ✊ #TolakPPN12Persen https://t.co/hUtztZcbl5,: Aksi Tolak Kenaikan PPN sore ini oleh BEM SI di Istana Negara.,: Action Rejecting the increase in VAT this afternoon by BEM SI at the State Palace.
fbshomok,"RT @koganenohikari: ini juga misleading, beras yg ga kena kenaikan PPn 12% itu cuma BERAS BULOG.

berani makan beras Bulog full sebulan? or…",": ini juga misleading, beras yg ga kena kenaikan PPn % itu cuma BERAS BULOG.berani makan beras Bulog full sebulan? or",": This is also a misleading, rice that is not hit by the increase in PPN % is only Bulog rice. Are you eating full Bulog rice a month?or"
etherealchandra,"RT @CNNIndonesia: Tolak PPN 12 Persen, Mahasiswa di Makassar Sandera Truk dan Bakar Ban https://t.co/9NoqRf9z4u",": Tolak PPN Persen, Mahasiswa di Makassar Sandera Truk dan Bakar Ban",": Reject VAT percent, students in Makassar hostage trucks and burn tires"
maumiewarpad,RT @barengwarga: Aksi Tolak Kenaikan PPN sore ini oleh BEM SI di Istana Negara. ✊ #TolakPPN12Persen https://t.co/hUtztZcbl5,: Aksi Tolak Kenaikan PPN sore ini oleh BEM SI di Istana Negara.,: Action Rejecting the increase in VAT this afternoon by BEM SI at the State Palace.
rizkiakbarpra,"kabar baik! Beras premium tanpa PPN 12%, pasti harga lebih terjangkau. Nice move, Bapanas! https://t.co/y2xjBXXQsA","kabar baik! Beras premium tanpa PPN %, pasti harga lebih terjangkau. Nice move, Bapanas!","I'm well!Premium rice without VAT %, definitely more affordable prices.Nice Move, Bapanas!"
florescencie,"RT @kiissedbypoem: Mau nonton dikenakan pajak 12%, mau baca buku dikenakan pajak 12%, mau dengar musik pun dikenakan pajak 12%. Niat mau hi…",": Mau nonton dikenakan pajak %, mau baca buku dikenakan pajak %, mau dengar musik pun dikenakan pajak %. Niat mau hi",": Want to watch it is subject to %tax, want to read a book subject to %tax, want to hear that music is subject to %tax.Intention to want Hi"
friedricealways,RT @barengwarga: Mahasiswa Tiarap Menolak PPN 12%: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik. #TolakPPN12P…,: Mahasiswa Tiarap Menolak PPN %: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik.,: Students Tiap reject VAT %: symbolization of the economic concerns of the people who will lie down if VAT rises.
BangGodham,"RT @abu_waras: Belum seratus hari menjabat.
Tapi sudah jahat sama rakyat.
Rakyat dicekik dengan harga akibat kenaikan PPN yang menjerat.
Mo…",: Belum seratus hari menjabat.Tapi sudah jahat sama rakyat.Rakyat dicekik dengan harga akibat kenaikan PPN yang menjerat.Mo,: Not one hundred days in office. But it is already evil with the people. The crash is strangled by prices due to an increase in VAT that ensnares. MO
aufrechichte,"RT @CNNIndonesia: Tolak PPN 12 Persen, Mahasiswa di Makassar Sandera Truk dan Bakar Ban https://t.co/9NoqRf9z4u",": Tolak PPN Persen, Mahasiswa di Makassar Sandera Truk dan Bakar Ban",": Reject VAT percent, students in Makassar hostage trucks and burn tires"
RachmanYanis,"RT @akbarfaizal68: Kajian CELIOS menunjukkan PPN 12% itu fatal dan ngawur. “Mana kajian akademiknya? Sy gak pernah nemu..,” kata Media Wahy…",": Kajian CELIOS menunjukkan PPN % itu fatal dan ngawur. Mana kajian akademiknya? Sy gak pernah nemu.., kata Media Wahy",": The Celios study shows that the VAT % is Fatal and Ngawur.Where's the academic study?I never found it .., the media said Revelation"
Uus94,"RT @CNNIndonesia: BEM SI Demo Tolak PPN 12 Persen di Istana, Polisi Siapkan 611 Personel https://t.co/U3pNtpYjSg",": BEM SI Demo Tolak PPN Persen di Istana, Polisi Siapkan Personel",": BEM SI Demo Reject VAT Percent at the Palace, Police Prepare Personnel"
dedimahardi,RT @CNNIndonesia: FOTO: Aksi BEM SI Kerakyatan Tolak Kenaikan PPN jadi 12 Persen https://t.co/N5ZJHAWzys,: FOTO: Aksi BEM SI Kerakyatan Tolak Kenaikan PPN jadi Persen,: Photo: BEM Action Si Popular Rejects VAT increases so percent
Ru199607,"RT @tempodotco: Mungkinkah membatalkan PPN 12 persen?

Uskup Agung Jakarta Kardinal Ignatius Suharyo meminta masyarakat kritis terhadap ren…",: Mungkinkah membatalkan PPN persen?Uskup Agung Jakarta Kardinal Ignatius Suharyo meminta masyarakat kritis terhadap ren,: Is it possible to cancel the VAT percent? Jakarta Archbishop Cardinal Ignatius Suharyo asked the public to be critical of REN
hannasarikumala,"akhirnya PPN 12% fokus ke barang mewah doang, jadi gak ganggu kebutuhan pokok kita. Salut deh! Link: https://t.co/knufuwsawt","akhirnya PPN % fokus ke barang mewah doang, jadi gak ganggu kebutuhan pokok kita. Salut deh! Link:","Finally, PPN % focuses on luxury goods, so it doesn't disturb our basic needs.Salute!Link:"
Iuxvry,"RT @koganenohikari: ini juga misleading, beras yg ga kena kenaikan PPn 12% itu cuma BERAS BULOG.

berani makan beras Bulog full sebulan? or…",": ini juga misleading, beras yg ga kena kenaikan PPn % itu cuma BERAS BULOG.berani makan beras Bulog full sebulan? or",": This is also a misleading, rice that is not hit by the increase in PPN % is only Bulog rice. Are you eating full Bulog rice a month?or"
ayceeyha,RT @barengwarga: Mahasiswa Tiarap Menolak PPN 12%: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik. #TolakPPN12P…,: Mahasiswa Tiarap Menolak PPN %: Simbolisasi Kekhawatiran Ekonomi Masyarakat yang akan tiarap jika PPN Naik.,: Students Tiap reject VAT %: symbolization of the economic concerns of the people who will lie down if VAT rises.
IdrMonocul67279,"RT @MARQUEZ__93: BEM SI Demo PPN 12% Ricuh‼️
Kok Nggak Di Siarkan Di TV Yak Takut❓ https://t.co/x7vSWFywiR",: BEM SI Demo PPN % RicuhKok Nggak Di Siarkan Di TV Yak Takut,": BEM Si Demo PPP % Ricuh how come it's not broadcast on TV, I'm afraid"
EddieBachroel,RT @CNNIndonesia: FOTO: Aksi BEM SI Kerakyatan Tolak Kenaikan PPN jadi 12 Persen https://t.co/N5ZJHAWzys,: FOTO: Aksi BEM SI Kerakyatan Tolak Kenaikan PPN jadi Persen,: Photo: BEM Action Si Popular Rejects VAT increases so percent
khususkoriyani,"RT @rahmatsafari93: @Kanseulir Udah ngga bisa ditolong
Tritura Ampera ( Tiga Tuntutan Rakyat dan Amanat  Penderitaan Rakyat )
1. Bubarkan k…",: Udah ngga bisa ditolongTritura Ampera ( Tiga Tuntutan Rakyat dan Amanat Penderitaan Rakyat )1. Bubarkan k,: Already cannot be helped by Tritura Ampera (three demands of the people and the mandate of the suffering of the people) 1.Disband k
SahaAingTeh19,"RT @recneps24429910: gini ya adick-adick

beli beras 10.000 , ppn nya 11% total jadi 11.100
beli beras 10.000, ppn nya 12% total jadi 11.20…",": gini ya adick-adickbeli beras , ppn nya % total jadi beli beras , ppn nya % total jadi",": like this, adick-adickbeli rice, the PPN % is total so buy rice, the VAT is total so"
orenjru,"RT @virdianaurellio: “Demokrasi aman kok buktinya kalian boleh aksi”

Iya tapi diintimidasi pake mobil direktorat tahanan dan diparkir depa…",: Demokrasi aman kok buktinya kalian boleh aksiIya tapi diintimidasi pake mobil direktorat tahanan dan diparkir depa,": Democracy is safe, how proof you can do it, but it is intimidated using a cars of the Directorate of Detention and parked"
Retno01Susanti,"RT @CakKhum: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan Rakyat

Ada nggak pejabat yang rumahnya type 27 atau 36?
A…",: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan RakyatAda nggak pejabat yang rumahnya type atau ?A,": The tax for the welfare of officials is not to improve the welfare of the people, there are no officials whose homes are type or?"
madeby_nat,"@999o7i buzzer tai, nutupin isu apalagi ini? ppn 12% ? hasto?
ga mempan ya tai, orang2 udh pada pinter.
nyebar berita hamis daud terus you ng lex, terus tar siapa lagi? 😏","buzzer tai, nutupin isu apalagi ini? ppn % ? hasto?ga mempan ya tai, orang2 udh pada pinter.nyebar berita hamis daud terus you ng lex, terus tar siapa lagi?","Tai buzzer, covering this issue especially this?VAT %?Hasto? Don't work, Tai, people have been smart."
ayceeyha,"RT @kiissedbypoem: Mau nonton dikenakan pajak 12%, mau baca buku dikenakan pajak 12%, mau dengar musik pun dikenakan pajak 12%. Niat mau hi…",": Mau nonton dikenakan pajak %, mau baca buku dikenakan pajak %, mau dengar musik pun dikenakan pajak %. Niat mau hi",": Want to watch it is subject to %tax, want to read a book subject to %tax, want to hear that music is subject to %tax.Intention to want Hi"
fkhiyaa,"RT @intinyadeh: #intinyadeh akun WhatsApp inisiator @barengwarga beserta keluarganya dihack.

Diduga gara2 vokal nolak PPN 12%, krn akhir2…",": akun WhatsApp inisiator beserta keluarganya dihack.Diduga gara2 vokal nolak PPN %, krn akhir2",": WhatsApp Initiator account and his family are hacked. Allegedly because vocals refuse VAT %, because lately"
zvrmaaa,"RT @NarasiNewsroom: Akun WhatsApp milik Risyad Azhar, salah satu inisiator Bareng Warga, beserta keluarganya diretas Selasa (24/12/2024). D…",": Akun WhatsApp milik Risyad Azhar, salah satu inisiator Bareng Warga, beserta keluarganya diretas Selasa (24/12/2024). D",": Risyad Azhar's WhatsApp account, one of the initiators with residents, and his family were hacked Tuesday (12/24/2024).D"
kaniaputrix,RT @OposisiCerdas: Ustaz Felix Siauw: Pajak Tinggi Tanda Lemahnya Sumber Pendapatan Negara https://t.co/5LitsPXdoW,: Ustaz Felix Siauw: Pajak Tinggi Tanda Lemahnya Sumber Pendapatan Negara,: Ustaz Felix Siauw: High Tax Signs of Weak Source of State Revenue
12Hadiwijaya,RT @detikcom: Gelombang penolakan pada kenaikan PPN jadi 12% pada 2025 makin meluas. Masyarakat tuntut pembatalan kebijakan ini melalui unj…,: Gelombang penolakan pada kenaikan PPN jadi % pada makin meluas. Masyarakat tuntut pembatalan kebijakan ini melalui unj,: Waves of rejection in the increase in VAT so the % is increasingly widespread.The community demands the cancellation of this policy through UNJ
imanimeidana,RT @CNNIndonesia: FOTO: Aksi BEM SI Kerakyatan Tolak Kenaikan PPN jadi 12 Persen https://t.co/N5ZJHAWzys,: FOTO: Aksi BEM SI Kerakyatan Tolak Kenaikan PPN jadi Persen,: Photo: BEM Action Si Popular Rejects VAT increases so percent
Zaidrasyid7,"RT @koganenohikari: ini juga misleading, beras yg ga kena kenaikan PPn 12% itu cuma BERAS BULOG.

berani makan beras Bulog full sebulan? or…",": ini juga misleading, beras yg ga kena kenaikan PPn % itu cuma BERAS BULOG.berani makan beras Bulog full sebulan? or",": This is also a misleading, rice that is not hit by the increase in PPN % is only Bulog rice. Are you eating full Bulog rice a month?or"
ayamlalap,"@Cryptorealis Fokus apa yg diri kita bisa rubah, bukan sibuk menyalahkan sekitar. Pajak mau sampe kapanpun bakal naik terus. Tp membuat pendapatan kita meningkat itu dari diri kita.","Fokus apa yg diri kita bisa rubah, bukan sibuk menyalahkan sekitar. Pajak mau sampe kapanpun bakal naik terus. Tp membuat pendapatan kita meningkat itu dari diri kita.","Focusing on what we can change, not busy blaming around.The tax will be up whenever it will continue to rise.But makes our income increase from us."
melinazmi,RT @cimolbojoot: ppn 12% really hit me so damn 😞💔 https://t.co/Ke75XvK3qJ,: ppn % really hit me so damn,: ppn % really hit me so damn
kimkimtralala,"RT @kfin_klin: @CNNIndonesia Sudahlah jgn ngelantur kalau memang 'berat' lebih baik batalkan aja, Berpuluh2 tahun gak ada Makan Gratis gak…",": Sudahlah jgn ngelantur kalau memang 'berat' lebih baik batalkan aja, Berpuluh2 tahun gak ada Makan Gratis gak",": Never mind don't digress if it's 'heavy' it's better to cancel, decades there are no free meals"
adient_ei,"RT @EarleneGaynelle: Mari lanjutkan BOIKOT ✊️🇵🇸
.
.
.
.
.
.
.
.
#IsraelMusuhAsliKita
Ria SW, Bandung, 300 T, Diskon 100%, Muhammadiyah, Akm…",": Mari lanjutkan BOIKOT ........ SW, Bandung, T, Diskon %, Muhammadiyah, Akm",": Let's move on BUIKOT ........ SW, Bad, T, Distcon %, Akm %"
Kyuu03790281,RT @kkyy2389: Ayo ayo dibeli tiket Kyuhyun Colors in Jakarta mumpung belum kena ppn 12% dan rasakan blusukan bersama beliau ^___^ https://t…,: Ayo ayo dibeli tiket Kyuhyun Colors in Jakarta mumpung belum kena ppn % dan rasakan blusukan bersama beliau ^___^,": Come on, let's buy a Kyuhyun Colors ticket in Jakarta while not being hit by VAT % and feel the blusukan with him ^___ ^"
downbad_89,RT @cimolbojoot: ppn 12% really hit me so damn 😞💔 https://t.co/Ke75XvK3qJ,: ppn % really hit me so damn,: ppn % really hit me so damn
Harkazel,"RT @loooooters: @KhoirulAnnisa72 Udah pajak naik, uang palsu beredar dimana mana, berita pinjol banyak, hukum dimainin, judi online telat n…",": Udah pajak naik, uang palsu beredar dimana mana, berita pinjol banyak, hukum dimainin, judi online telat n",": Already rise taxes, counterfeit money circulating everywhere, lots of loan news, the law is played, online gambling is late n"
aliastodeskie,"@tempodotco Baik omnibus law maupun PPN 12 persen tidak menyertakan akuntabilitas bagi PPATK, apakah administrasi dan PPATK sesungguhnya berbeda pendapat 😉","Baik omnibus law maupun PPN persen tidak menyertakan akuntabilitas bagi PPATK, apakah administrasi dan PPATK sesungguhnya berbeda pendapat","Both the Law Omnibus and VAT percent do not include accountability for PPATK, whether administration and PPATK actually differ in opinions"
PeduliBangsa333,"RT @Deslini2: Politikus PDIP Unggah Surpres,Jokowi Dalang PPN 12 Persen
Duh..Jokowi..Jokowi
Serasa kau pasti Tidak akan mati..
Serasa Maut…",": Politikus PDIP Unggah Surpres,Jokowi Dalang PPN PersenDuh..Jokowi..JokowiSerasa kau pasti Tidak akan mati..Serasa Maut",": PDIP politician uploads surpresses, Jokowi puppeteer VAT of the synonym ... Jokowi..JokowiSerasi you will definitely not die ... feels death"
bellaforger,"RT @tempodotco: Uskup Agung Jakarta Ajak Masyarakat Kritis Tanggapi Kebijakan PPN 12 Persen
https://t.co/oshW4BQvxZ",: Uskup Agung Jakarta Ajak Masyarakat Kritis Tanggapi Kebijakan PPN Persen,: Archbishop of Jakarta Invites Critical Society Responding to VAT Policy Percent
SoeHanto__,"RT @CakKhum: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan Rakyat

Ada nggak pejabat yang rumahnya type 27 atau 36?
A…",: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan RakyatAda nggak pejabat yang rumahnya type atau ?A,": The tax for the welfare of officials is not to improve the welfare of the people, there are no officials whose homes are type or?"
MifcathulHaq,"RT @EarleneGaynelle: Sekedar mengingatkan kembali... JANGAN KENDURKAN BOIKOT.

Nasib Palestina ada di tangan Kita !!!

Lanjutkan Boikot ✊️…",: Sekedar mengingatkan kembali... JANGAN KENDURKAN BOIKOT.Nasib Palestina ada di tangan Kita !!!Lanjutkan Boikot,: Just to remind you again ... don't relax the boycott. Palestinian Nasib is in our hands !!! Continue a boycott
maya_idah25,"RT @marsieles_monly: PPN 12% hanya untuk barang dan jasa mewah, memastikan kebutuhan pokok rakyat tetap terjangkau #PPN

Bandung Ria SW Tol…",": PPN % hanya untuk barang dan jasa mewah, memastikan kebutuhan pokok rakyat tetap terjangkau Ria SW Tol",": VAT % only for luxury goods and services, ensuring the basic needs of the people remain affordable"
squishypeach123,"RT @convomf: 💙 FYI, yg menolak kenaikan PPN 12 % itu cuma 1 fraksi, dan yg digambar ini masuk ke barisan yg setuju, kok bs y adminnya ngeti…",": FYI, yg menolak kenaikan PPN % itu cuma fraksi, dan yg digambar ini masuk ke barisan yg setuju, kok bs y adminnya ngeti",": FYI, those who reject the increase in PPN % are only factions, and what is drawn is in the line of agreement, how come the admin can"
tbiramadhan,"RT @intinyadeh: #intinyadeh akun WhatsApp inisiator @barengwarga beserta keluarganya dihack.

Diduga gara2 vokal nolak PPN 12%, krn akhir2…",": akun WhatsApp inisiator beserta keluarganya dihack.Diduga gara2 vokal nolak PPN %, krn akhir2",": WhatsApp Initiator account and his family are hacked. Allegedly because vocals refuse VAT %, because lately"
MukhlizarD98074,"RT @CakKhum: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan Rakyat

Ada nggak pejabat yang rumahnya type 27 atau 36?
A…",: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan RakyatAda nggak pejabat yang rumahnya type atau ?A,": The tax for the welfare of officials is not to improve the welfare of the people, there are no officials whose homes are type or?"
aladinmovic2000,"RT @democrazymedia: Akun WhatsApp Pembuat Petisi Tolak PPN 12% Diretas, Diduga Upaya Pembungkaman, Begini Kronologisnya!
https://t.co/flRhz…",": Akun WhatsApp Pembuat Petisi Tolak PPN % Diretas, Diduga Upaya Pembungkaman, Begini Kronologisnya!",": WhatsApp Account Petitioners Refuse VAT PPN % were hacked, suspected to be an attempt."
baeutifuliar,"RT @kfin_klin: @CNNIndonesia Sudahlah jgn ngelantur kalau memang 'berat' lebih baik batalkan aja, Berpuluh2 tahun gak ada Makan Gratis gak…",": Sudahlah jgn ngelantur kalau memang 'berat' lebih baik batalkan aja, Berpuluh2 tahun gak ada Makan Gratis gak",": Never mind don't digress if it's 'heavy' it's better to cancel, decades there are no free meals"
cdhsrm,RT @wandarxn: Jalan di negara PPN 12%:,: Jalan di negara PPN %:,: Roads in VAT Country %:
strawberrieseee,RT @wandarxn: Jalan di negara PPN 12%:,: Jalan di negara PPN %:,: Roads in VAT Country %:
joppieadi999,"RT @CakKhum: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan Rakyat

Ada nggak pejabat yang rumahnya type 27 atau 36?
A…",: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan RakyatAda nggak pejabat yang rumahnya type atau ?A,": The tax for the welfare of officials is not to improve the welfare of the people, there are no officials whose homes are type or?"
ackticng,"RT @alfian_fdn: @KhoirulAnnisa72 Meskipun naiknya PPN baru per 1 Januari, tapi pengusaha sudah ancang-ancang soalnya semua biaya bahan baku…",": Meskipun naiknya PPN baru per Januari, tapi pengusaha sudah ancang-ancang soalnya semua biaya bahan baku",": Despite the increase in new VATs as of January, the entrepreneur has been in a squares because all the cost of raw materials"
MrHut1,"RT @CakKhum: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan Rakyat

Ada nggak pejabat yang rumahnya type 27 atau 36?
A…",: Pajak itu untuk menyejahterakan PEJABAT bukan untuk menyejahterakan RakyatAda nggak pejabat yang rumahnya type atau ?A,": The tax for the welfare of officials is not to improve the welfare of the people, there are no officials whose homes are type or?"
Isakson_chris,RT @cimolbojoot: ppn 12% really hit me so damn 😞💔 https://t.co/Ke75XvK3qJ,: ppn % really hit me so damn,: ppn % really hit me so damn
QLUC188799,"RT @realfedinuril: Ada yang mau diksinya lebih tepat.  
Baiklah. 

Kalau Bapak @prabowo tetap melaksanakan kenaikan PPN , padahal Bapak pun…",": Ada yang mau diksinya lebih tepat. Baiklah. Kalau Bapak tetap melaksanakan kenaikan PPN , padahal Bapak pun",": There are those who want to be more precise.Okay.If you continue to carry out an increase in VAT, even though you are"
sunooaja,RT @cimolbojoot: ppn 12% really hit me so damn 😞💔 https://t.co/Ke75XvK3qJ,: ppn % really hit me so damn,: ppn % really hit me so damn
hujanawal,RT @detikcom: Gelombang penolakan pada kenaikan PPN jadi 12% pada 2025 makin meluas. Masyarakat tuntut pembatalan kebijakan ini melalui unj…,: Gelombang penolakan pada kenaikan PPN jadi % pada makin meluas. Masyarakat tuntut pembatalan kebijakan ini melalui unj,: Waves of rejection in the increase in VAT so the % is increasingly widespread.The community demands the cancellation of this policy through UNJ
HDHinuttama,"menyambut taun baru, have a nice weekend yall. peace. tahun depan pajak naik. sehat sehat semuanya yang waras. yang sibuk sm egonya sendiri terserah mau sehat apa ngga","menyambut taun baru, have a nice weekend yall. peace. tahun depan pajak naik. sehat sehat semuanya yang waras. yang sibuk sm egonya sendiri terserah mau sehat apa ngga","Welcoming the new year, have a nice weekend all.Peace.next year the tax will increase.Healthy everything is sane.the one who is busy sm his own is up to be healthy or not"
jihannuriajihan,"RT @EarleneGaynelle: Mari lanjutkan BOIKOT ✊️🇵🇸
.
.
.
.
.
.
.
.
#IsraelMusuhAsliKita
Ria SW, Bandung, 300 T, Diskon 100%, Muhammadiyah, Akm…",": Mari lanjutkan BOIKOT ........ SW, Bandung, T, Diskon %, Muhammadiyah, Akm",": Let's move on BUIKOT ........ SW, Bad, T, Distcon %, Akm %"
barengwarga,"RT @NarasiNewsroom: Akun WhatsApp milik Risyad Azhar, salah satu inisiator Bareng Warga, beserta keluarganya diretas Selasa (24/12/2024). D…",": Akun WhatsApp milik Risyad Azhar, salah satu inisiator Bareng Warga, beserta keluarganya diretas Selasa (24/12/2024). D",": Risyad Azhar's WhatsApp account, one of the initiators with residents, and his family were hacked Tuesday (12/24/2024).D"
lembonbon,"RT @profesor_saham: Lah itu lu tau, kalau banyak pekerja indo itu yang gak kena pph, karna GAJI MEREKA KECIL 

Dan lu masih ngedukung PPN 1…",": Lah itu lu tau, kalau banyak pekerja indo itu yang gak kena pph, karna GAJI MEREKA KECIL Dan lu masih ngedukung PPN",": That's what you know, if many Indo workers don't get PPH, their paycheck is small and you are still supportive"
